subject	activity	domain	signal	feature	axis	valuetype	meanvalue	count
6	WALKING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.657368673849846	325
6	WALKING	Time	Body	Acceleration	X	mean	0.272376614181538	325
6	WALKING	Time	Body	Acceleration	X	std	-0.505086085072062	325
6	WALKING	Time	Body	Acceleration	Y	mean	-0.0175697042641846	325
6	WALKING	Time	Body	Acceleration	Y	std	-0.368403670137262	325
6	WALKING	Time	Body	Acceleration	Z	mean	-0.11599454136	325
6	WALKING	Time	Body	Acceleration	Z	std	-0.672512004586708	325
6	WALKING	Time	Body	AccelerationJerk	X	mean	0.0813833604034769	325
6	WALKING	Time	Body	AccelerationJerk	X	std	-0.531468310262154	325
6	WALKING	Time	Body	AccelerationJerk	Y	mean	0.000479281129661539	325
6	WALKING	Time	Body	AccelerationJerk	Y	std	-0.454437496885815	325
6	WALKING	Time	Body	AccelerationJerk	Z	mean	-0.00225896302076923	325
6	WALKING	Time	Body	AccelerationJerk	Z	std	-0.738955207627692	325
6	WALKING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.551413652396923	325
6	WALKING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.502935062310769	325
6	WALKING	Time	Body	AccelerationMagnitude	NA	mean	-0.464770006998123	325
6	WALKING	Time	Body	AccelerationMagnitude	NA	std	-0.483790606354154	325
6	WALKING	Time	Body	AngularJerk	X	mean	-0.0829159966093231	325
6	WALKING	Time	Body	AngularJerk	X	std	-0.546009968372308	325
6	WALKING	Time	Body	AngularJerk	Y	mean	-0.0454921005615385	325
6	WALKING	Time	Body	AngularJerk	Y	std	-0.677635980501539	325
6	WALKING	Time	Body	AngularJerk	Z	mean	-0.0533610323667692	325
6	WALKING	Time	Body	AngularJerk	Z	std	-0.526908306306892	325
6	WALKING	Time	Body	AngularJerkMagnitude	NA	mean	-0.621936158532308	325
6	WALKING	Time	Body	AngularJerkMagnitude	NA	std	-0.644474485460492	325
6	WALKING	Time	Body	AngularVelocity	X	mean	-0.0433611785374462	325
6	WALKING	Time	Body	AngularVelocity	X	std	-0.653800660041538	325
6	WALKING	Time	Body	AngularVelocity	Y	mean	-0.0706129097498462	325
6	WALKING	Time	Body	AngularVelocity	Y	std	-0.626252072652308	325
6	WALKING	Time	Body	AngularVelocity	Z	mean	0.0973130293888923	325
6	WALKING	Time	Body	AngularVelocity	Z	std	-0.599910232855692	325
6	WALKING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.549494852037046	325
6	WALKING	Time	Body	AngularVelocityMagnitude	NA	std	-0.579837818063692	325
6	WALKING	Time	Gravity	Acceleration	X	mean	0.688702063569231	325
6	WALKING	Time	Gravity	Acceleration	X	std	-0.958898709015385	325
6	WALKING	Time	Gravity	Acceleration	Y	mean	0.0162055455953846	325
6	WALKING	Time	Gravity	Acceleration	Y	std	-0.9509348864	325
6	WALKING	Time	Gravity	Acceleration	Z	mean	0.0475199990906462	325
6	WALKING	Time	Gravity	Acceleration	Z	std	-0.937910223507692	325
6	WALKING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.464770006998123	325
6	WALKING	Time	Gravity	AccelerationMagnitude	NA	std	-0.483790606354154	325
7	WALKING	Frequency	Body	Acceleration	X	mean	-0.593011288564935	308
7	WALKING	Frequency	Body	Acceleration	X	std	-0.572347541484091	308
7	WALKING	Frequency	Body	Acceleration	Y	mean	-0.563547785174026	308
7	WALKING	Frequency	Body	Acceleration	Y	std	-0.567046977262987	308
7	WALKING	Frequency	Body	Acceleration	Z	mean	-0.531005941495552	308
7	WALKING	Frequency	Body	Acceleration	Z	std	-0.460792123277305	308
7	WALKING	Frequency	Body	AccelerationJerk	X	mean	-0.637521940243831	308
7	WALKING	Frequency	Body	AccelerationJerk	X	std	-0.626785744584416	308
7	WALKING	Frequency	Body	AccelerationJerk	Y	mean	-0.641687333850227	308
7	WALKING	Frequency	Body	AccelerationJerk	Y	std	-0.62853163071948	308
7	WALKING	Frequency	Body	AccelerationJerk	Z	mean	-0.642515716574286	308
7	WALKING	Frequency	Body	AccelerationJerk	Z	std	-0.684856438953896	308
7	WALKING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.553360009658182	308
7	WALKING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.550683254908442	308
7	WALKING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.518323878824675	308
7	WALKING	Frequency	Body	AccelerationMagnitude	NA	std	-0.583819796092208	308
7	WALKING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.668879188156396	308
7	WALKING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.668963362464935	308
7	WALKING	Frequency	Body	AngularVelocity	X	mean	-0.643767578493507	308
7	WALKING	Frequency	Body	AngularVelocity	X	std	-0.703883646896104	308
7	WALKING	Frequency	Body	AngularVelocity	Y	mean	-0.630419275006169	308
7	WALKING	Frequency	Body	AngularVelocity	Y	std	-0.671161922837662	308
7	WALKING	Frequency	Body	AngularVelocity	Z	mean	-0.655083354905844	308
7	WALKING	Frequency	Body	AngularVelocity	Z	std	-0.698949518905844	308
7	WALKING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.628877272791136	308
7	WALKING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.650923648207792	308
7	WALKING	Time	Body	Acceleration	X	mean	0.270211697814935	308
7	WALKING	Time	Body	Acceleration	X	std	-0.577518324748052	308
7	WALKING	Time	Body	Acceleration	Y	mean	-0.0187904887668182	308
7	WALKING	Time	Body	Acceleration	Y	std	-0.546403365345779	308
7	WALKING	Time	Body	Acceleration	Z	mean	-0.112492375388312	308
7	WALKING	Time	Body	Acceleration	Z	std	-0.456473642256981	308
7	WALKING	Time	Body	AccelerationJerk	X	mean	0.0831829573168831	308
7	WALKING	Time	Body	AccelerationJerk	X	std	-0.615131377408279	308
7	WALKING	Time	Body	AccelerationJerk	Y	mean	0.00760909767418831	308
7	WALKING	Time	Body	AccelerationJerk	Y	std	-0.622997416262013	308
7	WALKING	Time	Body	AccelerationJerk	Z	mean	-0.00791725696048701	308
7	WALKING	Time	Body	AccelerationJerk	Z	std	-0.664336860544416	308
7	WALKING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.622815767680292	308
7	WALKING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.550560230585714	308
7	WALKING	Time	Body	AccelerationMagnitude	NA	mean	-0.511312036747403	308
7	WALKING	Time	Body	AccelerationMagnitude	NA	std	-0.510669879158539	308
7	WALKING	Time	Body	AngularJerk	X	mean	-0.0942037376182662	308
7	WALKING	Time	Body	AngularJerk	X	std	-0.701731200484416	308
7	WALKING	Time	Body	AngularJerk	Y	mean	-0.0414401406082792	308
7	WALKING	Time	Body	AngularJerk	Y	std	-0.674920114957468	308
7	WALKING	Time	Body	AngularJerk	Z	mean	-0.0610307928148701	308
7	WALKING	Time	Body	AngularJerk	Z	std	-0.750808705594156	308
7	WALKING	Time	Body	AngularJerkMagnitude	NA	mean	-0.713191348337662	308
7	WALKING	Time	Body	AngularJerkMagnitude	NA	std	-0.658017844948377	308
7	WALKING	Time	Body	AngularVelocity	X	mean	-0.0518716929407792	308
7	WALKING	Time	Body	AngularVelocity	X	std	-0.687155474097403	308
7	WALKING	Time	Body	AngularVelocity	Y	mean	-0.0646077113078896	308
7	WALKING	Time	Body	AngularVelocity	Y	std	-0.652408657909091	308
7	WALKING	Time	Body	AngularVelocity	Z	mean	0.0977671721406169	308
7	WALKING	Time	Body	AngularVelocity	Z	std	-0.663340760331169	308
7	WALKING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.581899897967532	308
7	WALKING	Time	Body	AngularVelocityMagnitude	NA	std	-0.598670795839286	308
7	WALKING	Time	Gravity	Acceleration	X	mean	0.681289120844156	308
7	WALKING	Time	Gravity	Acceleration	X	std	-0.956538178587662	308
7	WALKING	Time	Gravity	Acceleration	Y	mean	-0.0420221452496753	308
7	WALKING	Time	Gravity	Acceleration	Y	std	-0.955312554090909	308
7	WALKING	Time	Gravity	Acceleration	Z	mean	0.0342160711928604	308
7	WALKING	Time	Gravity	Acceleration	Z	std	-0.923304724090909	308
7	WALKING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.511312036747403	308
7	WALKING	Time	Gravity	AccelerationMagnitude	NA	std	-0.510669879158539	308
8	WALKING	Frequency	Body	Acceleration	X	mean	-0.744952162134343	99
8	WALKING	Frequency	Body	Acceleration	X	std	-0.750599893474747	99
8	WALKING	Frequency	Body	Acceleration	Y	mean	-0.581854533434343	99
8	WALKING	Frequency	Body	Acceleration	Y	std	-0.581953413010101	99
8	WALKING	Frequency	Body	Acceleration	Z	mean	-0.779333525707071	99
8	WALKING	Frequency	Body	Acceleration	Z	std	-0.775167074012121	99
8	WALKING	Frequency	Body	AccelerationJerk	X	mean	-0.766583223	99
8	WALKING	Frequency	Body	AccelerationJerk	X	std	-0.772811330494949	99
8	WALKING	Frequency	Body	AccelerationJerk	Y	mean	-0.6623484276	99
8	WALKING	Frequency	Body	AccelerationJerk	Y	std	-0.605587691511111	99
8	WALKING	Frequency	Body	AccelerationJerk	Z	mean	-0.825870984707071	99
8	WALKING	Frequency	Body	AccelerationJerk	Z	std	-0.850822301313131	99
8	WALKING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.715745792606061	99
8	WALKING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.749236439787879	99
8	WALKING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.693568388292929	99
8	WALKING	Frequency	Body	AccelerationMagnitude	NA	std	-0.770877890434343	99
8	WALKING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.817455544646465	99
8	WALKING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.850242418585859	99
8	WALKING	Frequency	Body	AngularVelocity	X	mean	-0.683114151139394	99
8	WALKING	Frequency	Body	AngularVelocity	X	std	-0.736277288818182	99
8	WALKING	Frequency	Body	AngularVelocity	Y	mean	-0.757568269575758	99
8	WALKING	Frequency	Body	AngularVelocity	Y	std	-0.728609463015152	99
8	WALKING	Frequency	Body	AngularVelocity	Z	mean	-0.758361298306364	99
8	WALKING	Frequency	Body	AngularVelocity	Z	std	-0.781839004848485	99
8	WALKING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.741679153929293	99
8	WALKING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.755554747464646	99
8	WALKING	Time	Body	Acceleration	X	mean	0.278268887727273	99
8	WALKING	Time	Body	Acceleration	X	std	-0.74865488820202	99
8	WALKING	Time	Body	Acceleration	Y	mean	-0.0144537072594949	99
8	WALKING	Time	Body	Acceleration	Y	std	-0.563450610434343	99
8	WALKING	Time	Body	Acceleration	Z	mean	-0.109006309141414	99
8	WALKING	Time	Body	Acceleration	Z	std	-0.764554510484848	99
8	WALKING	Time	Body	AccelerationJerk	X	mean	0.0686095366464646	99
8	WALKING	Time	Body	AccelerationJerk	X	std	-0.75891396439596	99
8	WALKING	Time	Body	AccelerationJerk	Y	mean	0.00496415698757576	99
8	WALKING	Time	Body	AccelerationJerk	Y	std	-0.622728559242424	99
8	WALKING	Time	Body	AccelerationJerk	Z	mean	-0.0110211649991919	99
8	WALKING	Time	Body	AccelerationJerk	Z	std	-0.839104346969697	99
8	WALKING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.725727509270707	99
8	WALKING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.72913616179798	99
8	WALKING	Time	Body	AccelerationMagnitude	NA	mean	-0.684607146515152	99
8	WALKING	Time	Body	AccelerationMagnitude	NA	std	-0.71328703040404	99
8	WALKING	Time	Body	AngularJerk	X	mean	-0.107118837989899	99
8	WALKING	Time	Body	AngularJerk	X	std	-0.735883130212121	99
8	WALKING	Time	Body	AngularJerk	Y	mean	-0.036876527389899	99
8	WALKING	Time	Body	AngularJerk	Y	std	-0.817212596262626	99
8	WALKING	Time	Body	AngularJerk	Z	mean	-0.0602582019292929	99
8	WALKING	Time	Body	AngularJerk	Z	std	-0.821631316060606	99
8	WALKING	Time	Body	AngularJerkMagnitude	NA	mean	-0.790885296565657	99
8	WALKING	Time	Body	AngularJerkMagnitude	NA	std	-0.825828347373737	99
8	WALKING	Time	Body	AngularVelocity	X	mean	-0.0246599261523232	99
8	WALKING	Time	Body	AngularVelocity	X	std	-0.722590642727273	99
8	WALKING	Time	Body	AngularVelocity	Y	mean	-0.0744394650058586	99
8	WALKING	Time	Body	AngularVelocity	Y	std	-0.737675052783838	99
8	WALKING	Time	Body	AngularVelocity	Z	mean	0.0811768351261616	99
8	WALKING	Time	Body	AngularVelocity	Z	std	-0.758998747676768	99
8	WALKING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.663265892582828	99
8	WALKING	Time	Body	AngularVelocityMagnitude	NA	std	-0.72093816099596	99
8	WALKING	Time	Gravity	Acceleration	X	mean	0.601782571919192	99
8	WALKING	Time	Gravity	Acceleration	X	std	-0.974751332424242	99
8	WALKING	Time	Gravity	Acceleration	Y	mean	0.187298246666667	99
8	WALKING	Time	Gravity	Acceleration	Y	std	-0.955912054070707	99
8	WALKING	Time	Gravity	Acceleration	Z	mean	0.177007409196192	99
8	WALKING	Time	Gravity	Acceleration	Z	std	-0.956116882020202	99
8	WALKING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.684607146515152	99
8	WALKING	Time	Gravity	AccelerationMagnitude	NA	std	-0.71328703040404	99
8	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	mean	-0.493100898158791	182
8	WALKING_UPSTAIRS	Frequency	Body	Acceleration	X	std	-0.495451225035714	182
8	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	mean	-0.262394129472527	182
8	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Y	std	-0.268071852098901	182
8	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	mean	-0.426764775743407	182
8	WALKING_UPSTAIRS	Frequency	Body	Acceleration	Z	std	-0.370711173704945	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	mean	-0.496470870779121	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	X	std	-0.50375369885989	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	mean	-0.405368968365934	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Y	std	-0.375199658110989	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	mean	-0.545511445001648	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerk	Z	std	-0.604806207873626	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.427796629448901	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.546655472807692	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	mean	-0.413399661273626	182
8	WALKING_UPSTAIRS	Frequency	Body	AccelerationMagnitude	NA	std	-0.5867768587	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.639438448496154	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularJerkMagnitude	NA	std	-0.704299790384615	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	mean	-0.556923952791209	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	X	std	-0.64209298143956	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	mean	-0.477139862384066	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Y	std	-0.488490067373626	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	mean	-0.398930833626374	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularVelocity	Z	std	-0.430017097315385	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.538348071541758	182
8	WALKING_UPSTAIRS	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.572007930837912	182
8	WALKING_UPSTAIRS	Time	Body	Acceleration	X	mean	0.266674048906593	182
8	WALKING_UPSTAIRS	Time	Body	Acceleration	X	std	-0.492827508658791	182
8	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	mean	-0.0202216031321978	182
8	WALKING_UPSTAIRS	Time	Body	Acceleration	Y	std	-0.232940759736264	182
8	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	mean	-0.105614723352747	182
8	WALKING_UPSTAIRS	Time	Body	Acceleration	Z	std	-0.355279828382418	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	mean	0.0927048369369231	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	X	std	-0.476492149967033	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	mean	-0.00137201536971429	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Y	std	-0.369514157182418	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	mean	-0.0243776605506593	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationJerk	Z	std	-0.575477616297802	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.43009251566033	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationJerkMagnitude	NA	std	-0.474901933907692	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	mean	-0.350982093868132	182
8	WALKING_UPSTAIRS	Time	Body	AccelerationMagnitude	NA	std	-0.467415039361538	182
8	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	mean	-0.103800903023626	182
8	WALKING_UPSTAIRS	Time	Body	AngularJerk	X	std	-0.641858248288461	182
8	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	mean	-0.0418414216578022	182
8	WALKING_UPSTAIRS	Time	Body	AngularJerk	Y	std	-0.610128463632967	182
8	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	mean	-0.0572174004291209	182
8	WALKING_UPSTAIRS	Time	Body	AngularJerk	Z	std	-0.627616233532967	182
8	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	mean	-0.60984136456044	182
8	WALKING_UPSTAIRS	Time	Body	AngularJerkMagnitude	NA	std	-0.656008680989011	182
8	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	mean	0.0189575502203297	182
8	WALKING_UPSTAIRS	Time	Body	AngularVelocity	X	std	-0.620116117863736	182
8	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	mean	-0.100127874875824	182
8	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Y	std	-0.480245370202198	182
8	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	mean	0.0547905121285714	182
8	WALKING_UPSTAIRS	Time	Body	AngularVelocity	Z	std	-0.376704871767033	182
8	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	mean	-0.374467449722308	182
8	WALKING_UPSTAIRS	Time	Body	AngularVelocityMagnitude	NA	std	-0.505532707924725	182
8	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	mean	0.672365454230769	182
8	WALKING_UPSTAIRS	Time	Gravity	Acceleration	X	std	-0.943108468384615	182
8	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	mean	-0.0550675502272528	182
8	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Y	std	-0.944385490274725	182
8	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	mean	0.0328742204443956	182
8	WALKING_UPSTAIRS	Time	Gravity	Acceleration	Z	std	-0.905264808527472	182
8	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	mean	-0.350982093868132	182
8	WALKING_UPSTAIRS	Time	Gravity	AccelerationMagnitude	NA	std	-0.467415039361538	182
9	STANDING	Frequency	Body	Acceleration	X	mean	-0.579258404408681	288
9	STANDING	Frequency	Body	Acceleration	X	std	-0.547995744907986	288
9	STANDING	Frequency	Body	Acceleration	Y	mean	-0.610267804090278	288
9	STANDING	Frequency	Body	Acceleration	Y	std	-0.586766083232639	288
9	STANDING	Frequency	Body	Acceleration	Z	mean	-0.592119122804271	288
9	STANDING	Frequency	Body	Acceleration	Z	std	-0.501074006965903	288
9	STANDING	Frequency	Body	AccelerationJerk	X	mean	-0.621377141312847	288
9	STANDING	Frequency	Body	AccelerationJerk	X	std	-0.572819893733993	288
9	STANDING	Frequency	Body	AccelerationJerk	Y	mean	-0.699766614569444	288
9	STANDING	Frequency	Body	AccelerationJerk	Y	std	-0.679065855003472	288
9	STANDING	Frequency	Body	AccelerationJerk	Z	mean	-0.702931927996528	288
9	STANDING	Frequency	Body	AccelerationJerk	Z	std	-0.739139922708333	288
9	STANDING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.609193721940625	288
9	STANDING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.611619343190972	288
9	STANDING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.553186448295139	288
9	STANDING	Frequency	Body	AccelerationMagnitude	NA	std	-0.624456827182986	288
9	STANDING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.786473954201389	288
9	STANDING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.801296292638889	288
9	STANDING	Frequency	Body	AngularVelocity	X	mean	-0.639863219559028	288
9	STANDING	Frequency	Body	AngularVelocity	X	std	-0.690689895534722	288
9	STANDING	Frequency	Body	AngularVelocity	Y	mean	-0.683924287600694	288
9	STANDING	Frequency	Body	AngularVelocity	Y	std	-0.667203220760417	288
9	STANDING	Frequency	Body	AngularVelocity	Z	mean	-0.612680463163889	288
9	STANDING	Frequency	Body	AngularVelocity	Z	std	-0.619468634127778	288
9	STANDING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.700863097986111	288
9	STANDING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.697729432621528	288
9	STANDING	Time	Body	Acceleration	X	mean	0.270313841621528	288
9	STANDING	Time	Body	Acceleration	X	std	-0.555656544538194	288
9	STANDING	Time	Body	Acceleration	Y	mean	-0.0209466555412396	288
9	STANDING	Time	Body	Acceleration	Y	std	-0.5758878952125	288
9	STANDING	Time	Body	Acceleration	Z	mean	-0.101233826213889	288
9	STANDING	Time	Body	Acceleration	Z	std	-0.506111776081806	288
9	STANDING	Time	Body	AccelerationJerk	X	mean	0.0840171430291667	288
9	STANDING	Time	Body	AccelerationJerk	X	std	-0.578305161360069	288
9	STANDING	Time	Body	AccelerationJerk	Y	mean	0.00678485848399306	288
9	STANDING	Time	Body	AccelerationJerk	Y	std	-0.678923872274306	288
9	STANDING	Time	Body	AccelerationJerk	Z	mean	-0.00102998088194444	288
9	STANDING	Time	Body	AccelerationJerk	Z	std	-0.721610094569444	288
9	STANDING	Time	Body	AccelerationJerkMagnitude	NA	mean	-0.621608245092361	288
9	STANDING	Time	Body	AccelerationJerkMagnitude	NA	std	-0.608862145384722	288
9	STANDING	Time	Body	AccelerationMagnitude	NA	mean	-0.505183470509188	288
9	STANDING	Time	Body	AccelerationMagnitude	NA	std	-0.553038255314792	288
9	STANDING	Time	Body	AngularJerk	X	mean	-0.0892254930640278	288
9	STANDING	Time	Body	AngularJerk	X	std	-0.7617108665625	288
9	STANDING	Time	Body	AngularJerk	Y	mean	-0.0397344421815972	288
9	STANDING	Time	Body	AngularJerk	Y	std	-0.773273878854167	288
9	STANDING	Time	Body	AngularJerk	Z	mean	-0.053402884281875	288
9	STANDING	Time	Body	AngularJerk	Z	std	-0.744656038298611	288
9	STANDING	Time	Body	AngularJerkMagnitude	NA	mean	-0.7629795809375	288
9	STANDING	Time	Body	AngularJerkMagnitude	NA	std	-0.786176892048611	288
9	STANDING	Time	Body	AngularVelocity	X	mean	-0.0701318154561458	288
9	STANDING	Time	Body	AngularVelocity	X	std	-0.676452392569444	288
9	STANDING	Time	Body	AngularVelocity	Y	mean	-0.0729884312991667	288
9	STANDING	Time	Body	AngularVelocity	Y	std	-0.670498220701389	288
9	STANDING	Time	Body	AngularVelocity	Z	mean	0.109092913237986	288
9	STANDING	Time	Body	AngularVelocity	Z	std	-0.587557692291458	288
9	STANDING	Time	Body	AngularVelocityMagnitude	NA	mean	-0.550201866572569	288
9	STANDING	Time	Body	AngularVelocityMagnitude	NA	std	-0.663198385034722	288
9	STANDING	Time	Gravity	Acceleration	X	mean	0.670845545555556	288
9	STANDING	Time	Gravity	Acceleration	X	std	-0.958784666180556	288
9	STANDING	Time	Gravity	Acceleration	Y	mean	-0.0467446999509028	288
9	STANDING	Time	Gravity	Acceleration	Y	std	-0.949938115208333	288
9	STANDING	Time	Gravity	Acceleration	Z	mean	0.104353653032743	288
9	STANDING	Time	Gravity	Acceleration	Z	std	-0.920554317815972	288
9	STANDING	Time	Gravity	AccelerationMagnitude	NA	mean	-0.505183470509188	288
9	STANDING	Time	Gravity	AccelerationMagnitude	NA	std	-0.553038255314792	288
10	LAYING	Frequency	Body	Acceleration	X	mean	-0.391578450863636	198
10	LAYING	Frequency	Body	Acceleration	X	std	-0.393411346447475	198
10	LAYING	Frequency	Body	Acceleration	Y	mean	-0.384966594429798	198
10	LAYING	Frequency	Body	Acceleration	Y	std	-0.42583273029202	198
10	LAYING	Frequency	Body	Acceleration	Z	mean	-0.554573027192929	198
10	LAYING	Frequency	Body	Acceleration	Z	std	-0.511764535653535	198
10	LAYING	Frequency	Body	AccelerationJerk	X	mean	-0.412057314516667	198
10	LAYING	Frequency	Body	AccelerationJerk	X	std	-0.418627017293636	198
10	LAYING	Frequency	Body	AccelerationJerk	Y	mean	-0.463058241109444	198
10	LAYING	Frequency	Body	AccelerationJerk	Y	std	-0.466687914596465	198
10	LAYING	Frequency	Body	AccelerationJerk	Z	mean	-0.645684616799495	198
10	LAYING	Frequency	Body	AccelerationJerk	Z	std	-0.72073657040404	198
10	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	mean	-0.385138891111111	198
10	LAYING	Frequency	Body	AccelerationJerkMagnitude	NA	std	-0.447367612044293	198
10	LAYING	Frequency	Body	AccelerationMagnitude	NA	mean	-0.388684286908081	198
10	LAYING	Frequency	Body	AccelerationMagnitude	NA	std	-0.535760386288384	198
10	LAYING	Frequency	Body	AngularJerkMagnitude	NA	mean	-0.710849269646465	198
10	LAYING	Frequency	Body	AngularJerkMagnitude	NA	std	-0.741397840909091	198
10	LAYING	Frequency	Body	AngularVelocity	X	mean	-0.523601248676313	198
10	LAYING	Frequency	Body	AngularVelocity	X	std	-0.612021917085859	198
10	LAYING	Frequency	Body	AngularVelocity	Y	mean	-0.545223158712121	198
10	LAYING	Frequency	Body	AngularVelocity	Y	std	-0.429815824722222	198
10	LAYING	Frequency	Body	AngularVelocity	Z	mean	-0.458413809783333	198
10	LAYING	Frequency	Body	AngularVelocity	Z	std	-0.556786812576768	198
10	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	mean	-0.572513090661616	198
10	LAYING	Frequency	Body	AngularVelocityMagnitude	NA	std	-0.573538825626263	198
10	LAYING	Time	Body	Acceleration	X	mean	0.276977089565657	198
10	LAYING	Time	Body	Acceleration	X	std	-0.391986316171717	198
10	LAYING	Time	Body	Acceleration	Y	mean	-0.0170332984576263	198
10	LAYING	Time	Body	Acceleration	Y	std	-0.385673788492929	198
10	LAYING	Time	Body	Acceleration	Z	mean	-0.110873504487879	198
10	LAYING	Time	Body	Acceleration	Z	std	-0.498647004568434	198
10	LAYING	Time	Body	AccelerationJerk	X	mean	0.0794633942257576	198
10	LAYING	Time	Body	AccelerationJerk	X	std	-0.388135257723232	198
10	LAYING	Time	Body	AccelerationJerk	Y	mean	0.0169399674191919	198
10	LAYING	Time	Body	AccelerationJerk	Y	std	-0.446206050364596	198
10	LAYING	Time	Body	AccelerationJerk	Z	mean	-0.0162372728227273	198
10	LAYING	Time	Body	AccelerationJerk	Z	std	-0.68333034690404	198
